Variable	Coeficiente
R6_[H][*:6]	-0.8248323549937803
R4_O[*:4]	0.5654388993029285
R1_CCCC[*:1]	0.47707058345055114
R1_CC(C)=CCCC(C)=CCCC(C)=CC[*:1]	-0.21641006603748147
R6_O[*:6]	0.16999585410319965
R5_[H][*:5]	-0.02076451786347725
R1_CC(C)=CCCC(C)=CC[*:1]	-0.0
R2_[H][*:2]	-0.0
R2_O[*:2]	0.0
R1_CC(C)=CC[*:1]	0.0
R4_[H][*:4]	-0.0
R3_[H][*:3]	0.0
R3_O[*:3]	-0.0
R5_C(O[*:5])O[*:6]	-0.0
R5_O[*:5]	0.0
R5_CO[*:5]	0.0
R6_CO[*:6]	0.0
R6_C(O[*:5])O[*:6]	-0.0
