Variable	Coeficiente
R1_CCCC[*:1]	38.03821317959912
R6_O[*:6]	6.456740770885206
R1_CC(C)=CCCC(C)=CC[*:1]	-1.8567946847119279
R1_CC(C)=CCCC(C)=CCCC(C)=CC[*:1]	-0.0
R2_O[*:2]	-0.0
R1_CC(C)=CC[*:1]	0.0
R3_O[*:3]	-0.0
R3_[H][*:3]	0.0
R4_O[*:4]	0.0
R2_[H][*:2]	0.0
R4_[H][*:4]	-0.0
R5_C(O[*:5])O[*:6]	-0.0
R5_O[*:5]	-0.0
R5_CO[*:5]	-0.0
R5_[H][*:5]	0.0
R6_C(O[*:5])O[*:6]	-0.0
R6_CO[*:6]	-0.0
R6_[H][*:6]	-0.0
