Variable	Coeficiente
R1_CCCC[*:1]	0.9971403856556824
R6_[H][*:6]	-0.13529616264445732
R6_O[*:6]	0.10220242814481156
R1_CC(C)=CCCC(C)=CC[*:1]	-0.07263173166178548
R1_CC(C)=CCCC(C)=CCCC(C)=CC[*:1]	-0.0
R1_CC(C)=CC[*:1]	0.0
R3_O[*:3]	-0.0
R3_[H][*:3]	0.0
R2_O[*:2]	-0.0
R2_[H][*:2]	0.0
R4_[H][*:4]	-0.0
R4_O[*:4]	0.0
R5_C(O[*:5])O[*:6]	-0.0
R5_CO[*:5]	-0.0
R5_[H][*:5]	0.0
R5_O[*:5]	0.0
R6_CO[*:6]	0.0
R6_C(O[*:5])O[*:6]	-0.0
