Variable	Coeficiente
R6_[H][*:6]	-20.935320233764628
R4_O[*:4]	20.126698620966042
R1_CCCC[*:1]	15.397570764939744
R1_CC(C)=CCCC(C)=CCCC(C)=CC[*:1]	-14.824707933754858
R6_O[*:6]	5.152656028671207
R5_[H][*:5]	-4.61261200005177
R4_[H][*:4]	-1.7066957868747504e-14
R1_CC(C)=CCCC(C)=CC[*:1]	-0.0
R2_[H][*:2]	-0.0
R1_CC(C)=CC[*:1]	0.0
R3_O[*:3]	0.0
R3_[H][*:3]	-0.0
R2_O[*:2]	0.0
R5_C(O[*:5])O[*:6]	0.0
R5_O[*:5]	0.0
R5_CO[*:5]	0.0
R6_CO[*:6]	-0.0
R6_C(O[*:5])O[*:6]	0.0
